Shipment_ID,Plant_ID,Shipment_Date,Mode_of_Transport,Weight_Tons,Distance_KM
SHP_03484,PLNT_04,12-07-2025,Rail,8.48,519.6
SHP_03485,PLNT_03,03-04-2024,Heavy Truck,8.51,62.37
SHP_03486,PLNT_03,01-02-2024,Ocean Cargo,21.04,3433.33
SHP_03487,PLNT_03,27-05-2024,Heavy Truck,13.68,224.41
SHP_03488,PLNT_03,21-02-2025,Heavy Truck,3.5,314.14
SHP_03489,PLNT_03,05-07-2026,Ocean Cargo,7.95,9892.72
SHP_03490,PLNT_02,22-03-2026,Heavy Truck,2.65,789.15
SHP_03491,PLNT_05,26-02-2024,Heavy Truck,8.31,388.12
SHP_03492,PLNT_02,14-07-2024,Heavy Truck,23.33,262.74
SHP_03493,PLNT_05,20-01-2024,Rail,18.09,267.99
SHP_03494,PLNT_05,25-03-2024,Ocean Cargo,14.94,10621.5
SHP_03495,PLNT_01,11-08-2024,Ocean Cargo,3.86,6184.33
SHP_03496,PLNT_05,08-05-2024,Heavy Truck,17.28,675.44
SHP_03497,PLNT_03,14-07-2024,Rail,2.16,413.28
SHP_03498,PLNT_03,16-06-2026,Heavy Truck,2.7,149.92
SHP_03499,PLNT_01,21-02-2024,Ocean Cargo,16.77,6533.92
SHP_03500,PLNT_05,16-07-2024,Heavy Truck,6.38,258.55
SHP_03501,PLNT_02,13-07-2025,Ocean Cargo,24.48,1028.79
SHP_03502,PLNT_05,24-07-2026,Rail,1.94,156.05
SHP_03503,PLNT_01,19-05-2026,Air Freight,22.68,6091.05
SHP_03504,PLNT_03,19-05-2025,Rail,7.79,750.29
SHP_03505,PLNT_01,12-09-2026,Heavy Truck,10.15,679.77
SHP_03506,PLNT_03,13-04-2024,Heavy Truck,4.94,336.89
SHP_03507,PLNT_05,22-09-2025,Heavy Truck,20.28,502.61
SHP_03508,PLNT_01,26-10-2024,Ocean Cargo,4.22,8282.49
SHP_03509,PLNT_05,11-12-2026,Heavy Truck,7.32,709.6
SHP_03510,PLNT_04,22-09-2024,Ocean Cargo,3.72,3515.59
SHP_03511,PLNT_03,05-01-2026,Heavy Truck,9.76,127.4
SHP_03512,PLNT_05,17-07-2024,Rail,17.27,385.75
SHP_03513,PLNT_03,03-08-2024,Heavy Truck,13.36,782.69
SHP_03514,PLNT_04,19-06-2024,Heavy Truck,17.13,786.91
SHP_03515,PLNT_05,08-03-2026,Ocean Cargo,22.75,8333.22
SHP_03516,PLNT_03,03-11-2026,Ocean Cargo,23.96,1344.78
SHP_03517,PLNT_02,13-12-2026,Heavy Truck,16.64,491.21
SHP_03518,PLNT_04,09-12-2025,Heavy Truck,12.92,402.31
SHP_03519,PLNT_05,01-02-2026,Ocean Cargo,20.28,4488.35
SHP_03520,PLNT_03,09-09-2025,Heavy Truck,24.03,61.25
SHP_03521,PLNT_01,03-12-2025,Rail,13.09,367.01
SHP_03522,PLNT_01,23-09-2025,Heavy Truck,4.03,436.52
SHP_03523,PLNT_02,04-04-2024,Ocean Cargo,22.43,7798.85
SHP_03524,PLNT_03,21-02-2026,Ocean Cargo,3.4,429.56
SHP_03525,PLNT_03,20-02-2024,Ocean Cargo,5.74,6951.22
SHP_03526,PLNT_05,23-02-2024,Heavy Truck,22.88,325.21
SHP_03527,PLNT_02,12-08-2024,Rail,14.8,611.94
SHP_03528,PLNT_04,04-03-2025,Ocean Cargo,21.45,5941.46
SHP_03529,PLNT_05,07-01-2026,Ocean Cargo,8.58,4161.33
SHP_03530,PLNT_03,13-05-2025,Ocean Cargo,15.22,9404.93
SHP_03531,PLNT_03,19-12-2024,Heavy Truck,19.4,687.47
SHP_03532,PLNT_01,12-03-2025,Air Freight,11.81,8158.48
SHP_03533,PLNT_04,05-01-2026,Heavy Truck,8.13,187.48
SHP_03534,PLNT_03,23-09-2026,Air Freight,21.59,1122.06
SHP_03535,PLNT_03,22-04-2026,Heavy Truck,13.27,133.82
SHP_03536,PLNT_05,07-05-2026,Heavy Truck,2.3,587.12
SHP_03537,PLNT_04,21-06-2025,Heavy Truck,4.2,635.89
SHP_03538,PLNT_01,22-03-2026,Ocean Cargo,20.11,10396.2
SHP_03539,PLNT_04,05-02-2024,Ocean Cargo,11.29,5005.09
SHP_03540,PLNT_02,14-04-2024,Heavy Truck,9.55,268.62
SHP_03541,PLNT_05,27-09-2026,Heavy Truck,20.12,578.65
SHP_03542,PLNT_03,11-09-2026,Heavy Truck,5.79,257.36
SHP_03543,PLNT_03,27-10-2025,Rail,16.37,343.67
SHP_03544,PLNT_04,03-12-2024,Ocean Cargo,23.78,5758.35
SHP_03545,PLNT_01,17-11-2025,Heavy Truck,7.22,550.14
SHP_03546,PLNT_03,15-11-2025,Heavy Truck,10.29,788.1
SHP_03547,PLNT_03,03-04-2025,Ocean Cargo,21.66,317.72
SHP_03548,PLNT_02,18-10-2025,Heavy Truck,17.12,404.88
SHP_03549,PLNT_03,06-07-2025,Ocean Cargo,11.23,8984.56
SHP_03550,PLNT_02,01-04-2024,Heavy Truck,14.59,562.29
SHP_03551,PLNT_03,09-01-2025,Heavy Truck,13.92,227.29
SHP_03552,PLNT_05,18-01-2024,Heavy Truck,2.43,318.55
SHP_03553,PLNT_05,03-01-2024,Heavy Truck,9.78,515.21
SHP_03554,PLNT_04,22-09-2026,Ocean Cargo,12.49,2454.54
SHP_03555,PLNT_01,26-03-2026,Ocean Cargo,22.61,4880.69
SHP_03556,PLNT_03,22-10-2024,Heavy Truck,6.59,402.79
SHP_03557,PLNT_03,11-07-2025,Heavy Truck,18.75,553.63
SHP_03558,PLNT_02,27-05-2026,Heavy Truck,7.83,306.25
SHP_03559,PLNT_03,03-07-2026,Heavy Truck,17.47,761.18
SHP_03560,PLNT_01,21-12-2025,Ocean Cargo,18.69,8923.59
SHP_03561,PLNT_05,05-03-2025,Heavy Truck,5.91,461.19
SHP_03562,PLNT_03,26-06-2025,Ocean Cargo,22.27,2726.88
SHP_03563,PLNT_03,13-07-2025,Ocean Cargo,7.28,9001.61
SHP_03564,PLNT_03,20-12-2026,Ocean Cargo,5.57,6640.48
SHP_03565,PLNT_04,24-02-2026,Heavy Truck,12.97,438.55
SHP_03566,PLNT_04,23-09-2024,Ocean Cargo,6.17,4794.55
SHP_03567,PLNT_03,08-04-2024,Heavy Truck,22.16,633.36
SHP_03568,PLNT_05,26-02-2026,Ocean Cargo,22.07,6527.23
SHP_03569,PLNT_03,06-03-2024,Ocean Cargo,24.08,5943.26
SHP_03570,PLNT_01,12-12-2026,Ocean Cargo,8.37,808.62
SHP_03571,PLNT_05,01-06-2024,Rail,12.6,543.01
SHP_03572,PLNT_04,18-04-2026,Heavy Truck,22.62,491.18
SHP_03573,PLNT_01,07-03-2024,Heavy Truck,22.16,707.18
SHP_03574,PLNT_04,09-11-2024,Heavy Truck,11.22,353.48
SHP_03575,PLNT_05,16-05-2025,Ocean Cargo,13.43,4924.28
SHP_03576,PLNT_03,16-10-2026,Heavy Truck,18.72,130.61
SHP_03577,PLNT_04,02-09-2026,Ocean Cargo,10.76,581.46
SHP_03578,PLNT_04,07-05-2025,Heavy Truck,14.98,364.83
SHP_03579,PLNT_02,08-02-2026,Heavy Truck,15.36,701.15
SHP_03580,PLNT_05,24-02-2026,Ocean Cargo,5.54,9275.34
SHP_03581,PLNT_05,26-04-2026,Heavy Truck,11.63,677.77
SHP_03582,PLNT_05,09-06-2026,Heavy Truck,23.84,168.61
SHP_03583,PLNT_02,09-03-2026,Heavy Truck,16.27,78.65
SHP_03584,PLNT_05,23-12-2026,Ocean Cargo,8.32,3203.42
SHP_03585,PLNT_02,27-12-2025,Heavy Truck,16.3,182.97
SHP_03586,PLNT_01,21-11-2026,Air Freight,14.95,2557.24
SHP_03587,PLNT_01,21-08-2026,Ocean Cargo,8.3,8683.79
SHP_03588,PLNT_04,03-02-2026,Heavy Truck,14.47,623.84
SHP_03589,PLNT_03,23-01-2026,Heavy Truck,17.01,461.49
SHP_03590,PLNT_04,26-09-2025,Heavy Truck,8.84,736.72
SHP_03591,PLNT_05,12-08-2025,Heavy Truck,7.46,481.13
SHP_03592,PLNT_02,18-01-2025,Ocean Cargo,19.49,10749.53
SHP_03593,PLNT_05,01-03-2026,Heavy Truck,16.49,451.87
SHP_03594,PLNT_03,02-10-2026,Ocean Cargo,9.3,5192.73
SHP_03595,PLNT_04,13-02-2024,Heavy Truck,10.14,729.03
SHP_03596,PLNT_01,15-03-2024,Ocean Cargo,13.87,732.01
SHP_03597,PLNT_02,13-10-2024,Ocean Cargo,1.95,10428.93
SHP_03598,PLNT_05,01-02-2026,Ocean Cargo,24.2,3760.35
SHP_03599,PLNT_01,03-10-2024,Heavy Truck,7.86,318.74
SHP_03600,PLNT_05,02-03-2025,Ocean Cargo,4.62,7019.88
SHP_03601,PLNT_05,02-02-2025,Heavy Truck,16.36,478.58
SHP_03602,PLNT_03,17-07-2025,Heavy Truck,12.01,183.93
SHP_03603,PLNT_01,19-09-2025,Rail,8.08,92.06
SHP_03604,PLNT_01,15-05-2026,Ocean Cargo,24.06,6781.85
SHP_03605,PLNT_05,03-07-2024,Ocean Cargo,21.79,7055.7
SHP_03606,PLNT_02,25-06-2025,Rail,17.45,363
SHP_03607,PLNT_03,14-11-2024,Heavy Truck,19.51,437.05
SHP_03608,PLNT_03,14-01-2024,Heavy Truck,22.5,298.83
SHP_03609,PLNT_04,18-12-2025,Heavy Truck,2.89,675.05
SHP_03610,PLNT_05,26-02-2026,Air Freight,22.08,9192.47
SHP_03611,PLNT_04,21-08-2025,Ocean Cargo,17.26,784.96
SHP_03612,PLNT_02,12-11-2024,Rail,16.91,434.06
SHP_03613,PLNT_02,17-10-2024,Air Freight,8.17,10387.25
SHP_03614,PLNT_03,18-12-2026,Heavy Truck,13.26,498.59
SHP_03615,PLNT_04,06-01-2026,Air Freight,9.62,4499.03
SHP_03616,PLNT_01,19-06-2024,Heavy Truck,23.77,559.91
SHP_03617,PLNT_01,14-06-2026,Heavy Truck,15.07,436.83
SHP_03618,PLNT_05,19-06-2024,Heavy Truck,18.18,279.92
SHP_03619,PLNT_01,02-06-2025,Heavy Truck,6.62,517.9
SHP_03620,PLNT_02,08-04-2025,Ocean Cargo,10.7,3391.41
SHP_03621,PLNT_02,10-01-2026,Ocean Cargo,6.22,3448.97
SHP_03622,PLNT_01,21-07-2024,Ocean Cargo,11.31,5592.23
SHP_03623,PLNT_04,27-02-2026,Ocean Cargo,10.35,4387.44
SHP_03624,PLNT_01,08-12-2025,Rail,10.49,202.16
SHP_03625,PLNT_03,13-04-2024,Heavy Truck,23.78,673.78
SHP_03626,PLNT_03,18-03-2025,Heavy Truck,16.52,146.3
SHP_03627,PLNT_05,18-01-2024,Heavy Truck,23.16,506.59
SHP_03628,PLNT_02,11-08-2024,Heavy Truck,23.74,308.45
SHP_03629,PLNT_03,26-02-2026,Ocean Cargo,9.27,8959.62
SHP_03630,PLNT_03,14-08-2024,Rail,21.96,753.87
SHP_03631,PLNT_04,13-12-2026,Heavy Truck,10.3,798.88
SHP_03632,PLNT_05,12-12-2024,Ocean Cargo,7.46,10957.27
SHP_03633,PLNT_01,18-09-2025,Heavy Truck,11.38,708.7
SHP_03634,PLNT_02,07-05-2026,Ocean Cargo,10.82,7665.61
SHP_03635,PLNT_04,10-06-2026,Ocean Cargo,2.27,2588.55
SHP_03636,PLNT_05,04-08-2025,Ocean Cargo,15.62,10035.22
SHP_03637,PLNT_03,27-06-2024,Heavy Truck,14.16,172.05
SHP_03638,PLNT_02,03-04-2025,Ocean Cargo,13.57,1675.13
SHP_03639,PLNT_05,21-08-2026,Ocean Cargo,8.89,11974.02
SHP_03640,PLNT_03,06-12-2026,Rail,3.77,201.92
SHP_03641,PLNT_05,07-08-2026,Heavy Truck,23.34,580.02
SHP_03642,PLNT_05,02-09-2025,Ocean Cargo,12.78,2596.52
SHP_03643,PLNT_05,07-01-2025,Ocean Cargo,19.92,5250.99
SHP_03644,PLNT_01,13-01-2025,Heavy Truck,3.29,593.05
SHP_03645,PLNT_03,25-08-2025,Ocean Cargo,9.08,9985.65
SHP_03646,PLNT_03,07-09-2026,Heavy Truck,3.22,390.79
SHP_03647,PLNT_03,07-03-2025,Ocean Cargo,21.03,3411.62
SHP_03648,PLNT_01,27-02-2024,Heavy Truck,9.78,743.92
SHP_03649,PLNT_05,08-01-2025,Heavy Truck,4.07,97.17
SHP_03650,PLNT_01,19-04-2025,Ocean Cargo,6.65,5588.77
SHP_03651,PLNT_03,10-10-2024,Ocean Cargo,1.51,4923.42
SHP_03652,PLNT_02,24-08-2024,Heavy Truck,11.54,257.29
SHP_03653,PLNT_02,18-10-2026,Heavy Truck,19.57,650.39
SHP_03654,PLNT_05,20-08-2026,Heavy Truck,6.01,260.45
SHP_03655,PLNT_02,24-12-2025,Rail,14.74,765.54
SHP_03656,PLNT_01,19-08-2024,Heavy Truck,22.8,684.33
SHP_03657,PLNT_03,02-06-2025,Heavy Truck,4.13,708.86
SHP_03658,PLNT_05,13-03-2026,Heavy Truck,7.71,658.62
SHP_03659,PLNT_01,08-09-2024,Heavy Truck,24.75,65.78
SHP_03660,PLNT_04,12-10-2025,Ocean Cargo,17.81,4414.27
SHP_03661,PLNT_05,24-06-2024,Ocean Cargo,9.46,3378.54
SHP_03662,PLNT_04,25-01-2025,Heavy Truck,7.41,734.62
SHP_03663,PLNT_03,01-09-2026,Ocean Cargo,16.47,9310.47
SHP_03664,PLNT_04,17-10-2026,Ocean Cargo,11.56,9221.58
SHP_03665,PLNT_01,16-10-2025,Rail,8.44,750.5
SHP_03666,PLNT_01,14-11-2025,Ocean Cargo,6.47,5888.47
SHP_03667,PLNT_05,10-08-2024,Ocean Cargo,14,8639.52
SHP_03668,PLNT_05,12-10-2026,Ocean Cargo,14.92,8201.13
SHP_03669,PLNT_02,15-04-2026,Heavy Truck,22.05,755.16
SHP_03670,PLNT_03,25-01-2024,Ocean Cargo,4.34,1378.34
SHP_03671,PLNT_03,07-10-2026,Ocean Cargo,24.95,7000.27
SHP_03672,PLNT_01,10-01-2026,Heavy Truck,7.03,657.56
SHP_03673,PLNT_03,04-10-2024,Heavy Truck,8.94,538.69
SHP_03674,PLNT_05,09-12-2024,Heavy Truck,18.57,653.39
SHP_03675,PLNT_01,09-08-2026,Ocean Cargo,4.15,5725.81
SHP_03676,PLNT_02,17-06-2024,Heavy Truck,21.38,185.86
SHP_03677,PLNT_01,11-06-2025,Heavy Truck,1.56,380.11
SHP_03678,PLNT_02,17-09-2026,Ocean Cargo,9.2,8007.14
SHP_03679,PLNT_02,15-04-2025,Ocean Cargo,18.47,3821.21
SHP_03680,PLNT_05,19-02-2026,Ocean Cargo,19.83,11709.66
SHP_03681,PLNT_01,08-08-2025,Ocean Cargo,14.41,4622.55
SHP_03682,PLNT_05,24-05-2025,Ocean Cargo,14.03,655.67
SHP_03683,PLNT_01,22-11-2025,Heavy Truck,5.12,793.28
SHP_03684,PLNT_05,14-12-2026,Heavy Truck,15.71,191.77
SHP_03685,PLNT_02,26-03-2025,Ocean Cargo,13.66,7623.64
SHP_03686,PLNT_04,17-07-2024,Ocean Cargo,23.72,6992.78
SHP_03687,PLNT_01,22-05-2024,Heavy Truck,6.46,767.14
SHP_03688,PLNT_01,05-01-2026,Heavy Truck,14.08,593.27
SHP_03689,PLNT_04,14-02-2024,Heavy Truck,6.4,218.8
SHP_03690,PLNT_04,05-12-2026,Ocean Cargo,8.59,5395.83
SHP_03691,PLNT_01,13-12-2025,Ocean Cargo,24.05,8858.74
SHP_03692,PLNT_05,21-03-2025,Ocean Cargo,12.65,2700.32
SHP_03693,PLNT_04,12-06-2025,Ocean Cargo,21.04,266.06
SHP_03694,PLNT_03,11-10-2026,Ocean Cargo,18.5,1586.93
SHP_03695,PLNT_02,09-05-2024,Rail,10.39,651.11
SHP_03696,PLNT_01,24-12-2026,Heavy Truck,16.99,749.89
SHP_03697,PLNT_05,07-08-2026,Heavy Truck,4.13,402.33
SHP_03698,PLNT_04,15-04-2026,Ocean Cargo,17.01,4982.86
SHP_03699,PLNT_05,15-12-2026,Rail,15.84,706.77
SHP_03700,PLNT_03,27-11-2024,Ocean Cargo,11.7,5804.91
SHP_03701,PLNT_05,06-11-2025,Ocean Cargo,9.33,4081.1
SHP_03702,PLNT_04,07-04-2026,Heavy Truck,6.62,107.28
SHP_03703,PLNT_03,14-09-2025,Ocean Cargo,23.63,10677.76
SHP_03704,PLNT_03,13-06-2024,Ocean Cargo,10.98,5865.16
SHP_03705,PLNT_05,21-08-2025,Ocean Cargo,8.5,2142.37
SHP_03706,PLNT_02,27-05-2024,Ocean Cargo,4.98,4523.59
SHP_03707,PLNT_01,09-05-2026,Heavy Truck,3.06,276.33
SHP_03708,PLNT_05,27-12-2024,Ocean Cargo,14.17,4788.17
SHP_03709,PLNT_01,06-02-2025,Heavy Truck,14.81,358.04
SHP_03710,PLNT_05,03-06-2024,Ocean Cargo,10.16,3652.78
SHP_03711,PLNT_02,11-12-2025,Heavy Truck,24.39,160.66
SHP_03712,PLNT_03,22-06-2024,Ocean Cargo,20.77,6713.99
SHP_03713,PLNT_01,05-02-2024,Heavy Truck,12.94,427.62
SHP_03714,PLNT_03,03-04-2025,Ocean Cargo,11.77,1668.67
SHP_03715,PLNT_04,15-11-2025,Heavy Truck,18.01,139.23
SHP_03716,PLNT_03,04-02-2024,Ocean Cargo,7.2,10517.03
SHP_03717,PLNT_04,02-11-2026,Ocean Cargo,23.92,4994.78
SHP_03718,PLNT_05,02-08-2024,Heavy Truck,14.79,602.86
SHP_03719,PLNT_03,02-03-2026,Heavy Truck,5.87,681.6
SHP_03720,PLNT_02,18-12-2026,Ocean Cargo,21.21,6008.34
SHP_03721,PLNT_05,13-12-2024,Ocean Cargo,20.23,7205.79
SHP_03722,PLNT_04,17-03-2024,Ocean Cargo,13.42,522.6
SHP_03723,PLNT_02,07-10-2026,Heavy Truck,11.75,269.06
SHP_03724,PLNT_02,22-12-2025,Heavy Truck,15.96,526.04
SHP_03725,PLNT_01,10-04-2026,Heavy Truck,5.71,325.41
SHP_03726,PLNT_01,14-11-2026,Heavy Truck,5.03,53
SHP_03727,PLNT_01,23-01-2024,Rail,16.45,62.52
SHP_03728,PLNT_03,02-12-2024,Heavy Truck,7.35,218.83
SHP_03729,PLNT_03,27-10-2024,Ocean Cargo,20.42,763.71
SHP_03730,PLNT_05,01-10-2024,Air Freight,10.2,6213.72
SHP_03731,PLNT_05,22-07-2024,Heavy Truck,1.73,591.58
SHP_03732,PLNT_03,14-11-2025,Ocean Cargo,4.98,7713.75
SHP_03733,PLNT_02,26-06-2024,Heavy Truck,20.58,114.69
SHP_03734,PLNT_04,08-09-2025,Heavy Truck,6.73,739.88
SHP_03735,PLNT_01,06-05-2026,Heavy Truck,4.35,232.73
SHP_03736,PLNT_02,10-10-2025,Ocean Cargo,16.74,2800.39
SHP_03737,PLNT_04,17-06-2025,Heavy Truck,7.12,431.35
SHP_03738,PLNT_04,07-10-2025,Ocean Cargo,17.42,7102
SHP_03739,PLNT_01,12-04-2024,Rail,15.52,297.36
SHP_03740,PLNT_01,11-03-2026,Heavy Truck,22.48,92.49
SHP_03741,PLNT_05,09-09-2026,Heavy Truck,20.99,753.55
SHP_03742,PLNT_02,05-05-2025,Ocean Cargo,17.68,2869.42
SHP_03743,PLNT_02,03-11-2024,Ocean Cargo,17.22,10957.34
SHP_03744,PLNT_05,06-11-2025,Ocean Cargo,11.55,10700.93
SHP_03745,PLNT_02,24-06-2025,Ocean Cargo,18.72,1273.56
SHP_03746,PLNT_05,16-03-2025,Ocean Cargo,11.56,3256.56
SHP_03747,PLNT_05,04-11-2025,Ocean Cargo,1.62,7561.21
SHP_03748,PLNT_02,15-04-2026,Heavy Truck,11.33,104.06
SHP_03749,PLNT_04,27-03-2024,Rail,22.64,670.16
SHP_03750,PLNT_01,18-12-2026,Rail,5.16,740.2
SHP_03751,PLNT_04,07-06-2026,Heavy Truck,16.25,185.92
SHP_03752,PLNT_05,03-12-2025,Ocean Cargo,24.58,9846.29
SHP_03753,PLNT_05,11-04-2026,Ocean Cargo,11.15,11082.48
SHP_03754,PLNT_05,12-03-2024,Air Freight,11.45,2742.14
SHP_03755,PLNT_01,24-01-2024,Ocean Cargo,11.79,4252.84
SHP_03756,PLNT_02,05-11-2026,Ocean Cargo,11.07,9794.94
SHP_03757,PLNT_01,11-01-2026,Ocean Cargo,6.3,10693.62
SHP_03758,PLNT_05,12-07-2024,Ocean Cargo,5.05,9950.87
SHP_03759,PLNT_01,09-01-2026,Heavy Truck,7.44,581.97
SHP_03760,PLNT_01,13-08-2026,Heavy Truck,20.57,668.09
SHP_03761,PLNT_04,26-10-2025,Heavy Truck,23.8,706.77
SHP_03762,PLNT_04,03-02-2024,Heavy Truck,1.63,375.09
SHP_03763,PLNT_05,06-05-2026,Ocean Cargo,9.24,4580.14
SHP_03764,PLNT_03,01-09-2025,Rail,22.19,623.86
SHP_03765,PLNT_01,09-01-2026,Rail,5.28,288.96
SHP_03766,PLNT_02,07-11-2026,Heavy Truck,15.26,139.13
SHP_03767,PLNT_01,02-10-2025,Heavy Truck,8.92,177.66
SHP_03768,PLNT_01,03-07-2026,Air Freight,17.39,9583.86
SHP_03769,PLNT_02,17-08-2024,Ocean Cargo,1.57,11291.52
SHP_03770,PLNT_05,14-06-2025,Ocean Cargo,12.05,11256.89
SHP_03771,PLNT_02,25-04-2025,Heavy Truck,3.47,310.39
SHP_03772,PLNT_04,01-01-2025,Ocean Cargo,22.33,8602.4
SHP_03773,PLNT_04,21-06-2024,Heavy Truck,7.76,616.42
SHP_03774,PLNT_05,24-02-2026,Ocean Cargo,6.19,7167.65
SHP_03775,PLNT_01,15-02-2025,Heavy Truck,6.24,717.77
SHP_03776,PLNT_01,15-12-2025,Ocean Cargo,18.55,3315.69
SHP_03777,PLNT_04,25-12-2025,Ocean Cargo,15.76,10822.87
SHP_03778,PLNT_01,15-12-2025,Ocean Cargo,5.67,5835.45
SHP_03779,PLNT_01,09-01-2025,Ocean Cargo,8.55,10591.23
SHP_03780,PLNT_05,18-12-2026,Heavy Truck,4.68,369.51
SHP_03781,PLNT_05,04-09-2024,Rail,16.97,265.67
SHP_03782,PLNT_02,04-11-2024,Heavy Truck,8.57,438.39
SHP_03783,PLNT_03,17-01-2024,Ocean Cargo,5.58,9028.36
SHP_03784,PLNT_02,08-08-2026,Ocean Cargo,8.28,2330.04
SHP_03785,PLNT_02,21-06-2026,Rail,22.02,686.89
SHP_03786,PLNT_03,12-06-2026,Ocean Cargo,14.26,6462.51
SHP_03787,PLNT_02,26-10-2025,Ocean Cargo,24.28,11445.27
SHP_03788,PLNT_03,01-11-2024,Heavy Truck,7.85,597.26
SHP_03789,PLNT_05,22-06-2026,Ocean Cargo,23.15,6882.06
SHP_03790,PLNT_05,11-12-2026,Heavy Truck,18.51,422.45
SHP_03791,PLNT_04,01-06-2026,Heavy Truck,9.74,316.87
SHP_03792,PLNT_05,10-04-2024,Ocean Cargo,12.18,11517.62
SHP_03793,PLNT_05,27-11-2026,Ocean Cargo,19.4,4764.19
SHP_03794,PLNT_03,02-10-2026,Rail,15.37,262.36
SHP_03795,PLNT_02,09-12-2025,Rail,11.79,295.8
SHP_03796,PLNT_03,04-03-2025,Ocean Cargo,19.79,9952.64
SHP_03797,PLNT_03,14-02-2026,Ocean Cargo,17.25,8595.65
SHP_03798,PLNT_04,27-05-2024,Heavy Truck,3.83,148.81
SHP_03799,PLNT_03,15-01-2024,Ocean Cargo,16.78,2631.41
SHP_03800,PLNT_01,16-01-2026,Heavy Truck,2.19,759.76
SHP_03801,PLNT_01,24-07-2024,Ocean Cargo,3.47,5701.09
SHP_03802,PLNT_02,02-11-2024,Air Freight,10.72,10878.93
SHP_03803,PLNT_04,13-12-2025,Heavy Truck,10.19,617.59
SHP_03804,PLNT_01,15-11-2025,Heavy Truck,22.54,206.21
SHP_03805,PLNT_03,15-05-2024,Heavy Truck,17.45,52.22
SHP_03806,PLNT_03,11-08-2025,Heavy Truck,7.28,166.02
SHP_03807,PLNT_03,11-01-2025,Rail,20.14,781
SHP_03808,PLNT_05,07-07-2025,Ocean Cargo,10.88,11097.44
SHP_03809,PLNT_01,03-09-2024,Ocean Cargo,1.81,5451.17
SHP_03810,PLNT_02,02-07-2026,Heavy Truck,18.12,184.48
SHP_03811,PLNT_03,05-10-2026,Heavy Truck,20.28,787.91
SHP_03812,PLNT_03,08-05-2024,Ocean Cargo,10.53,100.35
SHP_03813,PLNT_05,06-09-2025,Ocean Cargo,24.64,5045.84
SHP_03814,PLNT_03,26-09-2024,Ocean Cargo,2.38,7621.54
SHP_03815,PLNT_03,09-06-2026,Rail,18.16,683.92
SHP_03816,PLNT_02,12-12-2026,Heavy Truck,20.8,435.1
SHP_03817,PLNT_05,13-08-2026,Ocean Cargo,20.02,8561.9
SHP_03818,PLNT_03,20-05-2026,Ocean Cargo,1.91,11422.58
SHP_03819,PLNT_03,02-05-2024,Heavy Truck,9.03,334.44
SHP_03820,PLNT_05,17-02-2024,Ocean Cargo,5.23,3823.52
SHP_03821,PLNT_04,11-11-2025,Heavy Truck,13.48,514.83
SHP_03822,PLNT_05,01-09-2024,Heavy Truck,5.32,635.14
SHP_03823,PLNT_05,09-05-2024,Heavy Truck,3.65,452.01
SHP_03824,PLNT_04,22-07-2024,Ocean Cargo,13.72,7954.71
SHP_03825,PLNT_03,23-09-2025,Ocean Cargo,11.69,3395.47
SHP_03826,PLNT_03,20-03-2025,Rail,22.68,760.6
SHP_03827,PLNT_04,22-03-2026,Ocean Cargo,4.3,1984.38
SHP_03828,PLNT_04,26-11-2025,Heavy Truck,19.04,91.24
SHP_03829,PLNT_05,01-07-2024,Ocean Cargo,10.89,2966.52
SHP_03830,PLNT_05,08-05-2025,Ocean Cargo,7.81,198.98
SHP_03831,PLNT_01,21-11-2024,Heavy Truck,3.4,109.5
SHP_03832,PLNT_04,22-03-2025,Rail,14.14,551.85
SHP_03833,PLNT_01,03-07-2026,Air Freight,2.05,8092.98
SHP_03834,PLNT_05,27-11-2024,Heavy Truck,23.19,757.41
SHP_03835,PLNT_04,05-01-2025,Ocean Cargo,5.57,9357.14
SHP_03836,PLNT_02,16-06-2024,Ocean Cargo,19.09,11825.25
SHP_03837,PLNT_02,20-07-2025,Ocean Cargo,14.31,4439.79
SHP_03838,PLNT_04,11-01-2026,Ocean Cargo,12.11,3763.06
SHP_03839,PLNT_04,23-01-2025,Heavy Truck,6.27,644.15
SHP_03840,PLNT_01,04-02-2025,Heavy Truck,7.66,645.33
SHP_03841,PLNT_03,24-03-2025,Ocean Cargo,14.64,5506.56
SHP_03842,PLNT_01,23-04-2026,Heavy Truck,6.6,91.72
SHP_03843,PLNT_02,08-02-2025,Heavy Truck,21.09,220.68
SHP_03844,PLNT_02,12-11-2025,Rail,4.71,514.19
SHP_03845,PLNT_05,13-05-2026,Ocean Cargo,14.56,5887.25
SHP_03846,PLNT_04,17-08-2025,Ocean Cargo,23.3,11173.76
SHP_03847,PLNT_04,03-11-2024,Ocean Cargo,1.8,10305.97
SHP_03848,PLNT_03,09-07-2024,Ocean Cargo,21.42,1049.57
SHP_03849,PLNT_03,26-08-2026,Ocean Cargo,16.07,5259.16
SHP_03850,PLNT_03,10-02-2026,Ocean Cargo,1.62,2778.91
SHP_03851,PLNT_05,17-06-2026,Ocean Cargo,4.72,483.33
SHP_03852,PLNT_03,18-12-2026,Ocean Cargo,4.68,2823.69
SHP_03853,PLNT_01,02-02-2026,Ocean Cargo,4.55,2982.41
SHP_03854,PLNT_03,03-03-2025,Heavy Truck,14.08,149.96
SHP_03855,PLNT_01,22-04-2025,Rail,6.46,316.05
SHP_03856,PLNT_02,03-06-2025,Ocean Cargo,5.18,9514.8
